2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0.02,18.62
2,Chang,1,19.00,0.05,18.05
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0.03,18.43
2,Chang,1,19.00,0.04,18.24
2,Chang,1,19.00,0,19
2,Chang,1,19.00,0,19
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0.02,9.8
3,Aniseed Syrup,1,10.00,0.05,9.5
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0.03,9.7
3,Aniseed Syrup,1,10.00,0.04,9.6
3,Aniseed Syrup,1,10.00,0,10
3,Aniseed Syrup,1,10.00,0,10
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0.02,29.4
7,Uncle Bob's Organic Dried Pears,1,30.00,0.05,28.5
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0.03,29.1
7,Uncle Bob's Organic Dried Pears,1,30.00,0.04,28.8
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
7,Uncle Bob's Organic Dried Pears,1,30.00,0,30
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0.02,39.2
8,Northwoods Cranberry Sauce,1,40.00,0.05,38
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0.03,38.8
8,Northwoods Cranberry Sauce,1,40.00,0.04,38.4
8,Northwoods Cranberry Sauce,1,40.00,0,40
8,Northwoods Cranberry Sauce,1,40.00,0,40
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0.02,9.8
21,Sir Rodney's Scones,1,10.00,0.05,9.5
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0.03,9.7
21,Sir Rodney's Scones,1,10.00,0.04,9.6
21,Sir Rodney's Scones,1,10.00,0,10
21,Sir Rodney's Scones,1,10.00,0,10
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0.02,30.6054
26,Gumbär Gummibärchen,1,31.23,0.05,29.6685
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0.03,30.2931
26,Gumbär Gummibärchen,1,31.23,0.04,29.9808
26,Gumbär Gummibärchen,1,31.23,0,31.23
26,Gumbär Gummibärchen,1,31.23,0,31.23
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0.02,25.3722
30,Nord-Ost Matjeshering,1,25.89,0.05,24.5955
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0.03,25.1133
30,Nord-Ost Matjeshering,1,25.89,0.04,24.8544
30,Nord-Ost Matjeshering,1,25.89,0,25.89
30,Nord-Ost Matjeshering,1,25.89,0,25.89
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0.02,31.36
32,Mascarpone Fabioli,1,32.00,0.05,30.4
32,Mascarpone Fabioli,1,32.00,0,32
32,Mascarpone Fabioli,1,32.00,0.03,31.04
